-65.642586	-2.486006E-4
-65.08881	-3.8600358E-4
-64.54457	-2.3704293E-4
-63.950027	-2.2444512E-4
-63.35653	-1.8037877E-4
-62.852306	-2.041462E-4
-62.394245	-2.1602631E-4
-61.78277	-2.5377786E-4
-61.20657	-1.4817333E-4
-60.659374	-8.802387E-5
-60.104774	-2.5025202E-4
-59.55879	-1.5373893E-4
-59.01173	-8.9393674E-5
-58.550922	-1.8379127E-4
-57.93849	-2.5021416E-4
-57.423435	-1.4111419E-4
-56.873955	-1.4949619E-4
-56.23169	-1.9563884E-4
-55.685375	-1.0891595E-4
-55.135246	-1.3687837E-4
-54.64765	-1.19387325E-4
-54.06706	-1.4595062E-4
-53.51907	-1.0957738E-4
-52.96966	-1.1586148E-4
-52.390438	-1.01166035E-4
-51.87373	-4.171641E-5
-51.29246	-8.855942E-5
-50.773983	-8.225664E-5
-50.256367	-5.0079743E-5
-49.675236	-9.272695E-5
-49.15685	-8.3626976E-5
-48.609467	-2.907192E-5
-48.026546	-1.2556528E-4
-47.5157	1.1010812E-4
-46.931965	-1.0860764E-5
-46.415024	4.1595857E-5
-45.86545	3.0416646E-5
-45.286392	5.0007202E-5
-44.737568	6.120561E-5
-44.24788	1.5759602E-5
-43.66798	1.0175332E-5
-43.089783	5.5640012E-5
-42.54212	1.0180346E-4
-41.962177	9.4820585E-5
-41.41305	9.692809E-5
-40.86499	1.3120343E-4
-40.347027	1.5289082E-4
-39.82948	1.8716561E-4
-39.277275	9.696543E-5
-38.696846	7.529724E-5
-38.14981	1.4034181E-4
-37.6304	1.1867256E-4
-37.07992	8.022062E-5
-36.499424	5.645453E-5
-35.950947	7.814245E-5
-35.402443	9.913107E-5
-34.8542	1.27812E-4
-34.333416	6.488401E-5
-33.752777	3.6922116E-5
-33.20544	9.287577E-5
-32.71675	7.7499695E-5
-32.134552	2.6846533E-6
-31.618029	6.772869E-5
-31.006107	1.6690403E-5
-30.427935	6.2854386E-5
-29.970268	6.286238E-5
-29.359419	4.3991935E-5
-28.873524	1.1253194E-4
-28.262	7.3381765E-5
-27.713709	1.00664096E-4
-27.160553	-1.8207422E-5
-26.64403	4.6836612E-5
-26.033623	4.1252875E-5
-25.516146	7.762558E-5
-24.96776	1.021107E-4
-24.450283	1.384834E-4
-23.866943	2.9402634E-5
-23.290491	1.2731487E-4
-22.774714	2.1473652E-4
-22.257816	2.6859174E-4
-21.709665	3.0006986E-4
-21.12807	2.4343666E-4
-20.67052	2.4694117E-4
-19.967022	1.9450588E-4
-19.53989	1.9521265E-4
-18.96239	2.6165636E-4
-18.378191	1.2670144E-4
-17.862993	2.3160562E-4
-17.346447	2.9595036E-4
-16.79448	2.1274317E-4
-16.211744	1.2184421E-4
-15.696012	2.1066447E-4
-15.084883	1.8340242E-4
-14.566428	1.9040449E-4
-13.983902	1.05799234E-4
-13.436891	1.715431E-4
-12.9481325	1.5406912E-4
-12.367608	1.2960372E-4
-11.790226	1.9954394E-4
-11.297883	7.437765E-5
-10.68729	6.31995E-5
-10.171861	1.6111067E-4
-9.68245	1.2405627E-4
-9.103532	1.4784263E-4
-8.552959	1.06593485E-4
-8.0376	2.0660255E-4
-7.4269605	1.9402581E-4
-6.9060616	1.276013E-4
